date,vader_compound,vader_label
2024-12-21,-0.0422,NEUTRAL
2024-12-17,0.0,NEUTRAL
2024-12-07,0.9067,POSITIVE
2024-12-15,0.0,NEUTRAL
2024-12-28,0.7684,POSITIVE
2024-12-06,0.0,NEUTRAL
2024-12-17,0.0,NEUTRAL
2024-12-21,0.6249,POSITIVE
2024-12-27,-0.4767,NEGATIVE
2024-12-01,0.25,POSITIVE
2024-12-15,0.8221,POSITIVE
2024-12-21,-0.0772,NEGATIVE
2024-12-04,-0.9842,NEGATIVE
2024-12-29,0.8926,POSITIVE
2024-12-03,0.836,POSITIVE
2024-12-21,-0.6366,NEGATIVE
2024-12-01,0.5859,POSITIVE
2024-12-16,0.0,NEUTRAL
2024-12-12,-0.7013,NEGATIVE
2024-12-15,0.9245,POSITIVE
2024-12-19,0.7096,POSITIVE
2024-12-09,0.8126,POSITIVE
2024-12-15,-0.3182,NEGATIVE
2024-12-16,0.8176,POSITIVE
2024-12-19,-0.8834,NEGATIVE
2024-12-05,0.3875,POSITIVE
2024-12-11,0.6637,POSITIVE
2024-12-11,0.8853,POSITIVE
2024-12-14,0.9932,POSITIVE
2024-12-12,-0.5904,NEGATIVE
2024-12-29,-0.2617,NEGATIVE
2024-12-26,-0.7351,NEGATIVE
2024-12-14,0.9393,POSITIVE
2024-12-23,0.0,NEUTRAL
2024-12-03,0.802,POSITIVE
2024-12-14,0.0,NEUTRAL
2024-12-22,0.25,POSITIVE
2024-12-13,-0.969,NEGATIVE
2024-12-29,0.366,POSITIVE
2024-12-12,-0.4854,NEGATIVE
2024-12-22,-0.1045,NEGATIVE
2024-12-21,0.0,NEUTRAL
2024-12-22,-0.5994,NEGATIVE
2024-12-18,-0.6486,NEGATIVE
2024-12-23,0.5454,POSITIVE
2024-12-05,0.7345,POSITIVE
2024-12-20,0.9723,POSITIVE
2024-12-22,-0.8131,NEGATIVE
2024-12-17,0.9508,POSITIVE
2024-12-10,0.1531,POSITIVE
2024-12-24,0.0,NEUTRAL
2024-12-04,0.0,NEUTRAL
2024-12-25,0.3291,POSITIVE
2024-12-21,0.0516,POSITIVE
2024-12-30,0.765,POSITIVE
2024-12-23,0.0,NEUTRAL
2024-12-06,-0.3182,NEGATIVE
2024-12-30,-0.3818,NEGATIVE
2024-12-24,-0.777,NEGATIVE
2024-12-12,0.296,POSITIVE
2024-12-23,0.4019,POSITIVE
2024-12-15,0.9929,POSITIVE
2024-12-18,-0.825,NEGATIVE
2024-12-03,-0.5346,NEGATIVE
2024-12-09,-0.25,NEGATIVE
2024-12-02,-0.3291,NEGATIVE
2024-12-23,0.0,NEUTRAL
2024-12-14,-0.872,NEGATIVE
2024-12-26,0.1779,POSITIVE
2024-12-28,0.1779,POSITIVE
2024-12-03,0.8573,POSITIVE
2024-12-23,0.0,NEUTRAL
2024-12-21,0.0,NEUTRAL
2024-12-27,0.1663,POSITIVE
2024-12-11,0.4939,POSITIVE
2024-12-28,-0.3182,NEGATIVE
2024-12-08,-0.5267,NEGATIVE
2024-12-07,-0.8047,NEGATIVE
2024-12-27,-0.5267,NEGATIVE
2024-12-19,0.4215,POSITIVE
2024-12-23,0.0,NEUTRAL
2024-12-02,0.4315,POSITIVE
2024-12-15,0.8591,POSITIVE
2024-12-23,-0.217,NEGATIVE
2024-12-16,0.68,POSITIVE
2024-12-22,-0.4939,NEGATIVE
2024-12-02,-0.5727,NEGATIVE
2024-12-20,-0.6696,NEGATIVE
2024-12-23,0.0,NEUTRAL
2024-12-26,0.7178,POSITIVE
2024-12-21,0.7351,POSITIVE
2024-12-27,0.4588,POSITIVE
2024-12-10,0.6124,POSITIVE
2024-12-21,0.0,NEUTRAL
2024-12-20,-0.5719,NEGATIVE
2024-12-12,0.8196,POSITIVE
2024-12-24,0.1027,POSITIVE
2024-12-23,-0.7988,NEGATIVE
2024-12-28,-0.4019,NEGATIVE
2024-12-18,0.5719,POSITIVE
2024-12-01,-0.4215,NEGATIVE
2024-12-02,0.8074,POSITIVE
2024-12-29,-0.6298,NEGATIVE
2024-12-28,-0.5162,NEGATIVE
2024-12-03,0.0,NEUTRAL
2024-12-16,0.25,POSITIVE
2024-12-18,0.3182,POSITIVE
2024-12-08,-0.6124,NEGATIVE
2024-12-25,0.8507,POSITIVE
2024-12-23,-0.6107,NEGATIVE
2024-12-29,0.0,NEUTRAL
2024-12-18,0.6573,POSITIVE
2024-12-19,0.0,NEUTRAL
2024-12-21,0.886,POSITIVE
2024-12-23,0.0,NEUTRAL
2024-12-19,0.0,NEUTRAL
2024-12-19,0.3487,POSITIVE
2024-12-30,0.0,NEUTRAL
2024-12-06,-0.68,NEGATIVE
2024-12-06,0.1531,POSITIVE
2024-12-22,-0.0258,NEUTRAL
2024-12-16,-0.9861,NEGATIVE
2024-12-21,-0.8627,NEGATIVE
2024-12-24,-0.9929,NEGATIVE
2024-12-30,0.4215,POSITIVE
2024-12-15,0.1154,POSITIVE
2024-12-28,0.5574,POSITIVE
2024-12-30,0.6814,POSITIVE
2024-12-09,0.0,NEUTRAL
2024-12-21,-0.5106,NEGATIVE
2024-12-28,-0.8555,NEGATIVE
2024-12-29,-0.9473,NEGATIVE
2024-12-27,-0.9402,NEGATIVE
2024-12-16,0.1513,POSITIVE
2024-12-03,0.0,NEUTRAL
2024-12-20,0.0,NEUTRAL
2024-12-08,0.128,POSITIVE
2024-12-20,0.9819,POSITIVE
2024-12-25,0.2263,POSITIVE
2024-12-10,-0.6705,NEGATIVE
2024-12-18,-0.2593,NEGATIVE
2024-11-30,0.8173,POSITIVE
2024-12-03,0.3182,POSITIVE
2024-12-26,0.0,NEUTRAL
2024-12-22,0.0,NEUTRAL
2024-12-28,-0.7391,NEGATIVE
2024-12-19,-0.743,NEGATIVE
2024-12-02,0.3182,POSITIVE
2024-12-23,0.5106,POSITIVE
2024-12-20,0.8134,POSITIVE
2024-12-14,-0.8225,NEGATIVE
2024-12-21,-0.3612,NEGATIVE
2024-12-04,0.9539,POSITIVE
2024-12-21,0.0,NEUTRAL
2024-12-18,0.0,NEUTRAL
2024-12-08,-0.5814,NEGATIVE
2024-12-25,-0.1531,NEGATIVE
2024-12-07,0.1226,POSITIVE
2024-12-08,0.7391,POSITIVE
2024-12-11,0.0,NEUTRAL
2024-12-10,-0.4215,NEGATIVE
2024-12-04,-0.883,NEGATIVE
2024-12-27,-0.2584,NEGATIVE
2024-12-28,-0.0516,NEGATIVE
2024-12-20,0.8481,POSITIVE
2024-12-14,0.5487,POSITIVE
2024-12-16,-0.8384,NEGATIVE
2024-12-17,0.128,POSITIVE
2024-12-16,0.0,NEUTRAL
2024-12-27,0.4767,POSITIVE
2024-12-01,0.0408,NEUTRAL
2024-12-10,0.5917,POSITIVE
2024-12-14,0.1406,POSITIVE
2024-12-28,-0.7845,NEGATIVE
2024-12-16,0.5859,POSITIVE
2024-12-03,0.8187,POSITIVE
2024-12-20,-0.1531,NEGATIVE
2024-12-04,0.7275,POSITIVE
2024-12-17,-0.9136,NEGATIVE
2024-12-11,-0.5688,NEGATIVE
2024-12-07,0.9113,POSITIVE
2024-12-12,0.7188,POSITIVE
2024-12-02,-0.2263,NEGATIVE
2024-12-07,0.9749,POSITIVE
2024-12-04,0.3182,POSITIVE
2024-12-19,-0.6444,NEGATIVE
2024-12-29,0.6378,POSITIVE
2024-12-18,-0.7783,NEGATIVE
2024-12-19,0.0,NEUTRAL
2024-12-17,0.9779,POSITIVE
2024-12-22,-0.0129,NEUTRAL
2024-12-20,0.7184,POSITIVE
2024-12-01,-0.1154,NEGATIVE
2024-12-15,-0.9609,NEGATIVE
2024-12-02,-0.5106,NEGATIVE
2024-12-07,0.0,NEUTRAL
2024-12-09,0.1236,POSITIVE
2024-12-26,0.0,NEUTRAL
2024-12-28,0.34,POSITIVE
2024-12-17,0.3553,POSITIVE
2024-12-24,0.9227,POSITIVE
2024-12-20,0.8296,POSITIVE
2024-12-13,0.0,NEUTRAL
2024-12-01,0.0,NEUTRAL
2024-12-15,0.2263,POSITIVE
2024-12-06,-0.3804,NEGATIVE
2024-12-22,-0.6369,NEGATIVE
2024-12-02,-0.8555,NEGATIVE
2024-12-06,0.0,NEUTRAL
2024-12-08,0.0,NEUTRAL
2024-12-23,0.4404,POSITIVE
2024-12-20,0.5106,POSITIVE
2024-12-29,-0.5106,NEGATIVE
2024-12-17,-0.2023,NEGATIVE
2024-12-13,0.3149,POSITIVE
2024-12-07,-0.7013,NEGATIVE
2024-12-29,-0.796,NEGATIVE
2024-12-21,0.2732,POSITIVE
2024-12-28,-0.5859,NEGATIVE
2024-12-22,0.3269,POSITIVE
2024-12-01,-0.0258,NEUTRAL
2024-12-08,0.4215,POSITIVE
2024-12-19,0.0,NEUTRAL
2024-12-28,0.0258,NEUTRAL
2024-12-22,-0.4483,NEGATIVE
2024-12-12,0.0,NEUTRAL
2024-12-04,-0.1179,NEGATIVE
2024-12-12,0.3182,POSITIVE
2024-12-29,0.0,NEUTRAL
2024-12-30,-0.4019,NEGATIVE
2024-12-20,-0.2732,NEGATIVE
2024-12-21,0.3612,POSITIVE
2024-12-22,0.789,POSITIVE
2024-12-01,0.0,NEUTRAL
2024-12-09,0.8996,POSITIVE
2024-12-14,0.6705,POSITIVE
2024-12-29,0.0,NEUTRAL
2024-12-24,0.4019,POSITIVE
2024-12-14,0.6486,POSITIVE
2024-12-18,-0.5574,NEGATIVE
2024-12-14,0.6486,POSITIVE
2024-12-19,0.0,NEUTRAL
2024-12-05,0.024,NEUTRAL
2024-12-06,0.7975,POSITIVE
2024-12-11,0.34,POSITIVE
2024-12-27,0.0,NEUTRAL
2024-12-25,0.917,POSITIVE
2024-12-19,-0.9773,NEGATIVE
2024-12-26,-0.8079,NEGATIVE
2024-12-28,0.5859,POSITIVE
2024-12-23,0.5411,POSITIVE
2024-12-15,0.0,NEUTRAL
2024-12-17,-0.4404,NEGATIVE
2024-12-17,0.9442,POSITIVE
2024-12-13,0.0,NEUTRAL
2024-12-04,0.5106,POSITIVE
2024-12-20,0.0,NEUTRAL
2024-12-20,0.0,NEUTRAL
2024-12-28,0.0,NEUTRAL
2024-12-05,0.0,NEUTRAL
2024-12-28,-0.8145,NEGATIVE
2024-12-12,-0.4215,NEGATIVE
2024-12-04,0.6597,POSITIVE
2024-12-23,-0.5423,NEGATIVE
2024-12-11,0.3612,POSITIVE
2024-12-06,0.4215,POSITIVE
2024-12-23,0.1901,POSITIVE
2024-12-22,0.5859,POSITIVE
2024-12-26,0.5994,POSITIVE
2024-12-22,0.0,NEUTRAL
2024-12-21,-0.09,NEGATIVE
2024-12-23,-0.3197,NEGATIVE
2024-12-24,0.1901,POSITIVE
2024-12-22,0.9346,POSITIVE
2024-12-01,0.0,NEUTRAL
2024-12-20,-0.8221,NEGATIVE
2024-12-30,-0.5574,NEGATIVE
2024-12-20,0.0243,NEUTRAL
2024-12-27,-0.296,NEGATIVE
2024-12-20,0.8176,POSITIVE
2024-12-28,-0.0258,NEUTRAL
2024-12-06,-0.2263,NEGATIVE
2024-12-23,0.0,NEUTRAL
2024-12-24,0.0,NEUTRAL
2024-12-07,-0.6774,NEGATIVE
2024-12-12,0.3612,POSITIVE
2024-12-27,0.7059,POSITIVE
2024-12-16,0.0,NEUTRAL
2024-12-21,-0.2144,NEGATIVE
2024-12-24,-0.9661,NEGATIVE
2024-12-20,0.0,NEUTRAL
2024-12-22,-0.3182,NEGATIVE
2024-12-05,0.1106,POSITIVE
2024-11-30,0.4215,POSITIVE
2024-12-11,0.0,NEUTRAL
2024-12-15,-0.7964,NEGATIVE
2024-12-12,0.0387,NEUTRAL
2024-12-15,0.0,NEUTRAL
2024-12-06,-0.34,NEGATIVE
2024-12-16,0.1531,POSITIVE
2024-12-24,-0.5423,NEGATIVE
2024-12-12,-0.296,NEGATIVE
2024-12-22,-0.4215,NEGATIVE
2024-12-26,-0.8175,NEGATIVE
2024-12-23,-0.5017,NEGATIVE
2024-12-05,-0.9336,NEGATIVE
2024-12-24,0.7985,POSITIVE
2024-12-06,0.0772,POSITIVE
2024-12-02,-0.9144,NEGATIVE
2024-12-22,0.4019,POSITIVE
2024-12-01,0.5106,POSITIVE
2024-12-11,0.9902,POSITIVE
2024-12-02,0.9041,POSITIVE
2024-12-25,-0.6956,NEGATIVE
2024-12-22,0.0,NEUTRAL
2024-12-27,0.5859,POSITIVE
2024-12-21,0.0,NEUTRAL
2024-12-14,0.0,NEUTRAL
2024-12-15,0.7506,POSITIVE
2024-12-21,0.0,NEUTRAL
2024-12-19,0.0,NEUTRAL
2024-12-14,-0.0772,NEGATIVE
2024-12-16,-0.7099,NEGATIVE
2024-12-27,-0.1045,NEGATIVE
2024-12-20,-0.7845,NEGATIVE
2024-12-21,0.9039,POSITIVE
2024-12-12,0.0,NEUTRAL
2024-12-05,-0.704,NEGATIVE
2024-12-15,0.4588,POSITIVE
2024-12-02,0.0,NEUTRAL
2024-12-14,0.5859,POSITIVE
2024-12-18,0.4588,POSITIVE
2024-12-26,0.8248,POSITIVE
2024-12-08,-0.8986,NEGATIVE
2024-12-14,0.9514,POSITIVE
2024-12-22,0.4019,POSITIVE
2024-12-27,0.0,NEUTRAL
2024-12-20,0.4404,POSITIVE
2024-12-03,0.6561,POSITIVE
2024-12-11,0.0,NEUTRAL
2024-12-04,0.1531,POSITIVE
2024-12-11,0.3802,POSITIVE
2024-12-04,0.7003,POSITIVE
2024-12-03,0.4404,POSITIVE
2024-11-30,0.4939,POSITIVE
2024-12-22,-0.783,NEGATIVE
2024-12-08,-0.9192,NEGATIVE
2024-12-26,0.0374,NEUTRAL
2024-12-28,-0.3612,NEGATIVE
2024-12-28,0.7506,POSITIVE
2024-12-19,0.7296,POSITIVE
2024-12-23,0.3365,POSITIVE
2024-12-02,-0.1296,NEGATIVE
2024-12-20,0.4404,POSITIVE
2024-12-15,-0.5229,NEGATIVE
2024-12-26,0.926,POSITIVE
2024-12-20,0.5643,POSITIVE
2024-12-05,0.5171,POSITIVE
2024-12-05,-0.9186,NEGATIVE
2024-12-07,-0.928,NEGATIVE
2024-12-20,0.7096,POSITIVE
2024-12-27,0.0,NEUTRAL
2024-12-16,0.7003,POSITIVE
2024-12-16,0.5574,POSITIVE
2024-12-16,-0.6114,NEGATIVE
2024-12-18,-0.5667,NEGATIVE
2024-12-28,0.0,NEUTRAL
2024-12-20,-0.34,NEGATIVE
2024-12-03,0.8825,POSITIVE
2024-12-26,-0.3736,NEGATIVE
2024-12-14,0.0772,POSITIVE
2024-12-16,0.0,NEUTRAL
2024-12-21,-0.1027,NEGATIVE
2024-12-08,0.6532,POSITIVE
2024-12-21,0.0,NEUTRAL
2024-12-01,0.4588,POSITIVE
2024-12-03,0.0,NEUTRAL
2024-12-19,-0.5574,NEGATIVE
2024-12-28,0.6249,POSITIVE
2024-12-12,-0.6486,NEGATIVE
2024-12-26,-0.4019,NEGATIVE
2024-12-24,0.8687,POSITIVE
2024-12-19,0.2023,POSITIVE
2024-12-28,0.4118,POSITIVE
2024-12-24,-0.2732,NEGATIVE
2024-12-24,0.8577,POSITIVE
2024-12-30,0.3182,POSITIVE
2024-12-11,0.3177,POSITIVE
2024-12-11,-0.2047,NEGATIVE
2024-12-19,-0.8316,NEGATIVE
2024-12-13,-0.8118,NEGATIVE
2024-12-20,-0.4019,NEGATIVE
2024-12-27,0.0,NEUTRAL
2024-12-21,-0.6597,NEGATIVE
2024-12-21,0.2732,POSITIVE
2024-12-29,-0.872,NEGATIVE
2024-12-20,0.7096,POSITIVE
2024-12-24,-0.427,NEGATIVE
2024-12-08,-0.0772,NEGATIVE
2024-12-12,-0.0387,NEUTRAL
2024-12-22,-0.128,NEGATIVE
2024-12-21,0.128,POSITIVE
2024-12-13,-0.6597,NEGATIVE
2024-12-22,-0.296,NEGATIVE
2024-12-19,0.9503,POSITIVE
2024-12-27,-0.4404,NEGATIVE
2024-12-19,0.7579,POSITIVE
2024-12-07,-0.6189,NEGATIVE
2024-12-14,0.4199,POSITIVE
2024-12-13,0.0,NEUTRAL
2024-12-16,0.8807,POSITIVE
2024-12-27,0.6115,POSITIVE
2024-12-15,0.2002,POSITIVE
2024-12-01,0.7269,POSITIVE
2024-12-30,-0.644,NEGATIVE
2024-12-21,-0.6705,NEGATIVE
2024-12-11,0.6659,POSITIVE
2024-12-17,0.8761,POSITIVE
2024-12-08,0.7845,POSITIVE
2024-12-04,0.9262,POSITIVE
2024-12-10,0.9886,POSITIVE
2024-12-24,0.6428,POSITIVE
2024-12-04,0.9409,POSITIVE
2024-12-12,-0.5813,NEGATIVE
2024-12-03,0.8555,POSITIVE
2024-12-03,0.5067,POSITIVE
2024-12-13,0.6256,POSITIVE
2024-12-15,0.3094,POSITIVE
2024-12-19,-0.504,NEGATIVE
2024-12-22,0.0,NEUTRAL
2024-12-24,0.7305,POSITIVE
2024-12-15,-0.5423,NEGATIVE
2024-12-16,0.1406,POSITIVE
2024-12-05,0.0,NEUTRAL
2024-12-27,-0.7684,NEGATIVE
2024-12-16,-0.4019,NEGATIVE
2024-12-19,0.0,NEUTRAL
2024-12-25,0.0,NEUTRAL
2024-12-21,0.0772,POSITIVE
2024-12-20,0.5023,POSITIVE
2024-12-20,-0.5423,NEGATIVE
2024-12-30,0.4939,POSITIVE
2024-12-13,0.7269,POSITIVE
2024-12-14,-0.296,NEGATIVE
2024-12-17,-0.3182,NEGATIVE
2024-12-16,0.7269,POSITIVE
2024-12-09,0.0,NEUTRAL
2024-12-24,-0.5994,NEGATIVE
2024-12-25,-0.936,NEGATIVE
2024-12-17,0.0,NEUTRAL
2024-12-27,-0.6901,NEGATIVE
2024-12-16,-0.624,NEGATIVE
2024-12-10,-0.4404,NEGATIVE
2024-12-13,-0.34,NEGATIVE
2024-12-29,0.9882,POSITIVE
2024-12-13,0.6468,POSITIVE
2024-12-10,-0.9642,NEGATIVE
2024-12-10,-0.4576,NEGATIVE
2024-12-23,-0.6908,NEGATIVE
2024-12-10,0.0,NEUTRAL
2024-12-19,-0.2675,NEGATIVE
2024-12-17,-0.5574,NEGATIVE
2024-12-23,0.855,POSITIVE
2024-12-29,0.0772,POSITIVE
2024-12-10,0.4939,POSITIVE
2024-12-06,0.5358,POSITIVE
2024-12-06,0.6115,POSITIVE
2024-12-25,0.0,NEUTRAL
2024-12-23,0.0,NEUTRAL
2024-12-05,0.9716,POSITIVE
2024-12-21,0.0,NEUTRAL
2024-12-23,0.0,NEUTRAL
2024-12-18,-0.781,NEGATIVE
2024-12-08,0.4927,POSITIVE
2024-12-15,0.8037,POSITIVE
2024-12-19,0.4019,POSITIVE
2024-12-30,0.7345,POSITIVE
2024-12-21,-0.6124,NEGATIVE
2024-12-08,0.785,POSITIVE
2024-12-21,-0.7845,NEGATIVE
2024-12-21,0.0,NEUTRAL
2024-12-02,0.2714,POSITIVE
2024-12-10,0.7177,POSITIVE
2024-12-15,-0.9173,NEGATIVE
2024-12-22,0.0,NEUTRAL
2024-12-23,-0.5141,NEGATIVE
2024-12-29,-0.128,NEGATIVE
2024-12-05,0.2983,POSITIVE
2024-12-15,0.9393,POSITIVE
2024-12-15,0.8934,POSITIVE
2024-12-15,0.6187,POSITIVE
2024-12-09,0.6249,POSITIVE
2024-12-26,-0.3322,NEGATIVE
2024-12-21,-0.0772,NEGATIVE
2024-12-07,-0.7088,NEGATIVE
2024-12-26,0.0644,POSITIVE
2024-12-02,-0.91,NEGATIVE
2024-12-07,-0.1739,NEGATIVE
2024-12-05,0.765,POSITIVE
2024-12-24,0.25,POSITIVE
2024-12-18,0.6202,POSITIVE
2024-12-30,0.6531,POSITIVE
2024-12-11,-0.1027,NEGATIVE
2024-12-27,0.0,NEUTRAL
2024-12-29,0.3476,POSITIVE
2024-12-23,0.0,NEUTRAL
2024-12-23,0.1877,POSITIVE
2024-12-13,0.0,NEUTRAL
2024-12-08,0.2491,POSITIVE
2024-12-27,-0.8271,NEGATIVE
2024-12-04,-0.3648,NEGATIVE
2024-12-20,0.0,NEUTRAL
2024-12-22,-0.7615,NEGATIVE
2024-12-01,0.5499,POSITIVE
2024-12-23,-0.983,NEGATIVE
2024-12-11,0.0,NEUTRAL
2024-12-14,0.0,NEUTRAL
2024-12-20,-0.9424,NEGATIVE
2024-12-29,0.3182,POSITIVE
2024-12-04,-0.0827,NEGATIVE
2024-12-13,-0.5324,NEGATIVE
2024-12-06,0.0,NEUTRAL
2024-12-28,0.9624,POSITIVE
2024-12-28,-0.8868,NEGATIVE
2024-12-29,-0.9485,NEGATIVE
2024-12-22,0.8374,POSITIVE
2024-12-05,0.3182,POSITIVE
2024-12-26,-0.25,NEGATIVE
2024-12-18,-0.6908,NEGATIVE
2024-12-29,0.34,POSITIVE
2024-12-08,0.8807,POSITIVE
2024-12-19,0.2732,POSITIVE
2024-12-30,0.9942,POSITIVE
2024-12-08,0.0,NEUTRAL
2024-12-10,0.0,NEUTRAL
2024-12-10,0.0,NEUTRAL
2024-12-03,0.816,POSITIVE
2024-12-16,0.0,NEUTRAL
2024-12-16,0.0,NEUTRAL
2024-12-18,-0.1356,NEGATIVE
2024-12-11,0.0387,NEUTRAL
2024-12-04,0.6757,POSITIVE
2024-12-17,0.0,NEUTRAL
2024-12-19,-0.802,NEGATIVE
2024-12-21,-0.9414,NEGATIVE
2024-12-11,-0.0601,NEGATIVE
2024-12-23,-0.5574,NEGATIVE
2024-12-05,0.0,NEUTRAL
2024-12-20,0.0,NEUTRAL
2024-12-20,0.0,NEUTRAL
2024-12-21,0.8916,POSITIVE
2024-12-27,-0.3182,NEGATIVE
2024-12-05,-0.4159,NEGATIVE
2024-12-11,-0.0352,NEUTRAL
2024-12-18,0.886,POSITIVE
2024-12-22,0.5789,POSITIVE
2024-12-17,-0.6351,NEGATIVE
2024-12-28,-0.34,NEGATIVE
2024-12-04,0.4588,POSITIVE
2024-12-08,0.3612,POSITIVE
2024-12-14,0.0,NEUTRAL
2024-12-16,0.9735,POSITIVE
2024-12-29,-0.5106,NEGATIVE
2024-12-30,-0.8225,NEGATIVE
2024-12-01,0.0,NEUTRAL
2024-12-14,0.0,NEUTRAL
2024-12-21,0.7003,POSITIVE
2024-12-28,0.223,POSITIVE
2024-12-06,-0.4472,NEGATIVE
2024-12-16,-0.8527,NEGATIVE
2024-12-27,0.9568,POSITIVE
2024-12-03,-0.6801,NEGATIVE
2024-12-04,0.0,NEUTRAL
2024-12-19,0.9644,POSITIVE
2024-12-23,0.5719,POSITIVE
2024-12-09,-0.7579,NEGATIVE
2024-12-28,-0.4767,NEGATIVE
2024-12-27,-0.34,NEGATIVE
2024-12-02,0.2263,POSITIVE
2024-12-08,0.8321,POSITIVE
2024-12-12,-0.9258,NEGATIVE
2024-12-03,0.0,NEUTRAL
2024-12-03,0.9654,POSITIVE
2024-12-20,-0.4222,NEGATIVE
2024-12-24,-0.3382,NEGATIVE
2024-12-26,0.6808,POSITIVE
2024-12-10,-0.576,NEGATIVE
2024-12-04,0.0,NEUTRAL
2024-12-23,0.9682,POSITIVE
2024-12-28,0.3612,POSITIVE
2024-12-29,0.3182,POSITIVE
2024-12-19,0.0,NEUTRAL
2024-12-19,0.5106,POSITIVE
2024-12-19,0.7096,POSITIVE
2024-12-04,0.2077,POSITIVE
2024-12-26,-0.1154,NEGATIVE
2024-12-19,0.4404,POSITIVE
2024-12-23,0.937,POSITIVE
2024-12-26,0.1779,POSITIVE
2024-12-29,-0.2732,NEGATIVE
2024-12-01,-0.0534,NEGATIVE
2024-12-08,0.0,NEUTRAL
